Real_Goal,Results,BACC,Precision,Recall
0,0/4/,0.9,0.5,1.0
1,1/,1.0,1.0,1.0
2,2/,1.0,1.0,1.0
3,0/4/,0.3,0.0,0.0
4,0/4/,0.9,0.5,1.0
5,1/,0.4,0.0,0.0
0,0/4/,0.9,0.5,1.0
1,1/,1.0,1.0,1.0
2,5/,0.4,0.0,0.0
3,1/,0.4,0.0,0.0
4,0/4/,0.9,0.5,1.0
5,1/,0.4,0.0,0.0
0,0/4/,0.9,0.5,1.0
1,1/,1.0,1.0,1.0
2,2/,1.0,1.0,1.0
3,0/4/,0.3,0.0,0.0
4,0/,0.4,0.0,0.0
5,1/,0.4,0.0,0.0
0,4/,0.4,0.0,0.0
1,1/,1.0,1.0,1.0
2,2/,1.0,1.0,1.0
3,1/,0.4,0.0,0.0
4,0/,0.4,0.0,0.0
5,1/,0.4,0.0,0.0
0,0/4/,0.9,0.5,1.0
1,1/,1.0,1.0,1.0
2,2/,1.0,1.0,1.0
3,1/,0.4,0.0,0.0
4,1/4/,0.9,0.5,1.0
5,1/,0.4,0.0,0.0
0,0/4/,0.9,0.5,1.0
1,1/5/,0.9,0.5,1.0
2,2/,1.0,1.0,1.0
3,1/,0.4,0.0,0.0
4,0/4/,0.9,0.5,1.0
5,2/5/,0.9,0.5,1.0
0,0/4/,0.9,0.5,1.0
1,1/,1.0,1.0,1.0
2,1/,0.4,0.0,0.0
3,1/4/,0.3,0.0,0.0
4,0/4/,0.9,0.5,1.0
5,1/,0.4,0.0,0.0
0,0/4/,0.9,0.5,1.0
1,1/,1.0,1.0,1.0
2,2/,1.0,1.0,1.0
3,0/4/,0.3,0.0,0.0
4,0/4/,0.9,0.5,1.0
5,1/,0.4,0.0,0.0
0,0/4/,0.9,0.5,1.0
1,1/,1.0,1.0,1.0
2,1/,0.4,0.0,0.0
3,0/4/,0.3,0.0,0.0
4,0/4/,0.9,0.5,1.0
5,1/,0.4,0.0,0.0
0,0/4/,0.9,0.5,1.0
1,1/,1.0,1.0,1.0
2,0/,0.4,0.0,0.0
3,0/4/,0.3,0.0,0.0
4,0/3/4/,0.8,0.3333333333333333,1.0
5,3/,0.4,0.0,0.0
