Domain,Problem name,BACC average standard,BACC stdev standard,BACC average not use,BACC stdev not use,BACC average use,BACC stdev use,BACCDROP,BACC improvement,Recall average standard,Recall stdev standard,Recall average not use,Recall stdev not use,Recall average use,Recall stdev use,Recall DROP,Recall improvement,Precision average standard,Precision stdev standard,Precision average not use,Precision stdev not use,Precision average use,Precision stdev use,Precision DROP,Precision improvement
rslt_use_grd_ol\dwr,p02,0.6383928571428572,0.25472637671746595,0.5892857142857142,0.27002587971686903,0.6080357142857142,0.265075977468822,0.049107142857143016,0.018750000000000044,0.55,0.5006325113218328,0.375,0.4871773518462232,0.5875,0.49539014161069383,0.17500000000000004,0.21250000000000002,0.2738690476190476,0.35580500375152657,0.23854166666666665,0.3630585202138346,0.2048511904761905,0.2371244354710649,0.03532738095238097,-0.03369047619047616
