"Real_Goal","Time","Cost","Prob","Results","Relearn Flag"
"0","119959600","50/50/2111/101165/40251/2111/101165/","0.5/0.5/1.4072251511234692E-18/0.0/0.0/1.4072251511234692E-18/0.0/","0/1/","no"
"1","125089800","50/50/697/697/15809/697/40251/","0.4999976800414114/0.4999976800414114/1.5466390590714606E-6/1.5466390590714606E-6/3.176677164646943E-135/1.5466390590714606E-6/0.0/","0/1/","no"
"2","174079500","2147483647/2147483647/6171/50/576679/576679/23258/","0.0/0.0/7.51876642703042E-53/1.0/0.0/0.0/2.3467347254629876E-198/","3/","no"
"3","161753400","2147483647/2147483647/16420/50/576679/576679/59379/","0.0/0.0/3.9809515048899197E-140/1.0/0.0/0.0/0.0/","3/","no"
"4","156295400","4496716/31331541/51/51/51/51/50/","0.0/0.0/0.1992110707907644/0.1992110707907644/0.1992110707907644/0.1992110707907644/0.20315571683694242/","2/3/4/5/6/","no"
"5","157188600","11945988/81330290/2480/2480/1399/50/1399/","0.0/0.0/2.0283611045865195E-21/2.0283611045865195E-21/3.254506735959115E-12/0.999999999993491/3.254506735959115E-12/","5/","no"
"6","151333900","11945988/81330290/50/50/50/50/50/","0.0/0.0/0.19999999999999998/0.19999999999999998/0.19999999999999998/0.19999999999999998/0.19999999999999998/","2/3/4/5/6/","no"
"7","151826700","1682755/12054418/78/78/78/78/78/","0.0/0.0/0.19999999999999998/0.19999999999999998/0.19999999999999998/0.19999999999999998/0.19999999999999998/","2/3/4/5/6/","no"
"8","156925500","51229285/350978801/1193/1192/1192/1192/50/","0.0/0.0/1.8479671984545657E-10/1.8845594243480093E-10/1.8845594243480093E-10/1.8845594243480093E-10/0.9999999992498354/","6/","no"
"9","167018000","340908187/2147483647/773/774/773/773/50/","0.0/0.0/6.970049232494944E-7/6.834712764613536E-7/6.970049232494944E-7/6.970049232494944E-7/0.9999972255139538/","6/","no"
"0","124110300","126/122/126/58686/22844/58686/126/","0.24795100172927767/0.25614699481216696/0.24795100172927767/4.244458463297588E-208/1.5154030067429017E-81/4.244458463297588E-208/0.24795100172927767/","0/1/2/6/","no"
"1","121931000","82/64/82/2351/15712/2351/15809/","0.30128967945724067/0.3974206410855182/0.30128967945724067/2.0833685801352081E-16/1.1165161042082321E-105/2.0833685801352081E-16/2.510521791785908E-106/","1/","no"
"2","163909500","2147483647/2147483647/21688/709/683502/683502/63604/","0.0/0.0/1.470671184937566E-13/0.9999999999998529/0.0/0.0/3.3747173899729684E-39/","3/","no"
"3","162920100","2147483647/2147483647/3439/51/191147/191147/16420/","0.0/0.0/5.05876075376676E-29/1.0/0.0/0.0/1.9458447503411742E-137/","3/","no"
"4","155474300","1665407/11945988/50/94/50/93/50/","0.0/0.0/0.2595811187402488/0.10954376524639561/0.2595811187402488/0.111712878532858/0.2595811187402488/","2/4/6/","no"
