Real_Goal,Results,BACC,Precision,Recall
0,0/3/4/5/,0.7,0.25,1.0
1,1/3/,0.9,0.5,1.0
2,2/4/,0.9,0.5,1.0
3,0/3/4/5/,0.7,0.25,1.0
4,2/4/,0.9,0.5,1.0
5,0/3/4/5/,0.7,0.25,1.0
0,0/3/4/5/,0.7,0.25,1.0
1,1/3/,0.9,0.5,1.0
2,2/4/,0.9,0.5,1.0
3,0/3/4/5/,0.7,0.25,1.0
4,2/4/,0.9,0.5,1.0
5,0/3/4/5/,0.7,0.25,1.0
0,0/3/4/5/,0.7,0.25,1.0
1,1/3/,0.9,0.5,1.0
2,2/4/,0.9,0.5,1.0
3,0/3/4/5/,0.7,0.25,1.0
4,2/4/,0.9,0.5,1.0
5,0/3/4/5/,0.7,0.25,1.0
0,0/3/4/5/,0.7,0.25,1.0
1,1/3/,0.9,0.5,1.0
2,2/4/,0.9,0.5,1.0
3,0/3/4/5/,0.7,0.25,1.0
4,2/4/,0.9,0.5,1.0
5,0/3/4/5/,0.7,0.25,1.0
0,0/3/4/5/,0.7,0.25,1.0
1,1/3/,0.9,0.5,1.0
2,2/4/,0.9,0.5,1.0
3,0/3/4/5/,0.7,0.25,1.0
4,2/4/,0.9,0.5,1.0
5,0/3/4/5/,0.7,0.25,1.0
0,0/3/4/5/,0.7,0.25,1.0
1,1/3/,0.9,0.5,1.0
2,2/4/,0.9,0.5,1.0
3,0/3/4/5/,0.7,0.25,1.0
4,2/4/,0.9,0.5,1.0
5,0/3/4/5/,0.7,0.25,1.0
0,0/3/4/5/,0.7,0.25,1.0
1,1/3/,0.9,0.5,1.0
2,2/4/,0.9,0.5,1.0
3,0/3/4/5/,0.7,0.25,1.0
4,2/4/,0.9,0.5,1.0
5,0/3/4/5/,0.7,0.25,1.0
0,0/3/4/5/,0.7,0.25,1.0
1,1/3/,0.9,0.5,1.0
2,2/4/,0.9,0.5,1.0
3,0/3/4/5/,0.7,0.25,1.0
4,2/4/,0.9,0.5,1.0
5,0/3/4/5/,0.7,0.25,1.0
0,0/3/4/5/,0.7,0.25,1.0
1,1/3/,0.9,0.5,1.0
2,2/4/,0.9,0.5,1.0
3,0/3/4/5/,0.7,0.25,1.0
4,2/4/,0.9,0.5,1.0
5,0/3/4/5/,0.7,0.25,1.0
0,0/3/4/5/,0.7,0.25,1.0
1,1/3/,0.9,0.5,1.0
2,2/4/,0.9,0.5,1.0
3,0/3/4/5/,0.7,0.25,1.0
4,2/4/,0.9,0.5,1.0
5,0/3/4/5/,0.7,0.25,1.0
