Domain,Problem name,BACC average standard,BACC stdev standard,BACC average not use,BACC stdev not use,BACC average use,BACC stdev use,BACCDROP,BACC improvement,Recall average standard,Recall stdev standard,Recall average not use,Recall stdev not use,Recall average use,Recall stdev use,Recall DROP,Recall improvement,Precision average standard,Precision stdev standard,Precision average not use,Precision stdev not use,Precision average use,Precision stdev use,Precision DROP,Precision improvement
rslt_use_sud_ol\zeno-travel,p02,0.8583333333333333,0.26889079546724104,0.6683333333333332,0.2994297782292127,0.6083333333333332,0.28121507943912755,0.19000000000000006,-0.06000000000000005,0.7833333333333333,0.415450201656585,0.45,0.501692052213544,0.5,0.5042194840896107,0.3333333333333333,0.04999999999999999,0.775,0.41604473357919464,0.44166666666666665,0.496527489694779,0.2708333333333333,0.33178489219562957,0.33333333333333337,-0.17083333333333334
