Real_Goal,Results,BACC,Precision,Recall
0,0/1/2/3/4/,0.5,0.2,1.0
1,1/2/3/4/,0.625,0.25,1.0
2,1/2/3/4/,0.625,0.25,1.0
3,1/2/3/4/,0.625,0.25,1.0
4,0/1/2/3/4/,0.5,0.2,1.0
0,0/,1.0,1.0,1.0
1,0/1/2/3/4/,0.5,0.2,1.0
2,1/2/3/4/,0.625,0.25,1.0
3,1/2/3/4/,0.625,0.25,1.0
4,0/1/2/3/4/,0.5,0.2,1.0
0,0/,1.0,1.0,1.0
1,1/2/3/4/,0.625,0.25,1.0
2,0/1/2/3/4/,0.5,0.2,1.0
3,1/2/3/4/,0.625,0.25,1.0
4,1/2/3/4/,0.625,0.25,1.0
0,0/1/2/3/4/,0.5,0.2,1.0
1,1/2/3/4/,0.625,0.25,1.0
2,1/2/3/4/,0.625,0.25,1.0
3,1/2/3/4/,0.625,0.25,1.0
4,1/2/3/4/,0.625,0.25,1.0
0,0/,1.0,1.0,1.0
1,1/2/3/4/,0.625,0.25,1.0
2,1/2/3/4/,0.625,0.25,1.0
3,1/2/3/4/,0.625,0.25,1.0
4,0/1/2/3/4/,0.5,0.2,1.0
0,0/,1.0,1.0,1.0
1,0/,0.375,0.0,0.0
2,1/2/3/4/,0.625,0.25,1.0
3,1/2/3/4/,0.625,0.25,1.0
4,0/1/2/3/4/,0.5,0.2,1.0
0,0/1/2/3/4/,0.5,0.2,1.0
1,0/1/2/3/4/,0.5,0.2,1.0
2,1/2/3/4/,0.625,0.25,1.0
3,1/2/3/4/,0.625,0.25,1.0
4,1/2/3/4/,0.625,0.25,1.0
0,0/1/2/3/4/,0.5,0.2,1.0
1,0/1/2/3/4/,0.5,0.2,1.0
2,0/1/2/3/4/,0.5,0.2,1.0
3,0/1/2/3/4/,0.5,0.2,1.0
4,1/2/3/4/,0.625,0.25,1.0
0,1/2/3/4/,0.0,0.0,0.0
1,0/1/2/3/4/,0.5,0.2,1.0
2,1/2/3/4/,0.625,0.25,1.0
3,0/1/2/3/4/,0.5,0.2,1.0
4,0/1/2/3/4/,0.5,0.2,1.0
0,0/,1.0,1.0,1.0
1,0/1/2/3/4/,0.5,0.2,1.0
2,0/1/2/3/4/,0.5,0.2,1.0
3,2/,0.375,0.0,0.0
4,3/,0.375,0.0,0.0
