Domain,Problem name,BACC average standard,BACC stdev standard,BACC average not use,BACC stdev not use,BACC average use,BACC stdev use,BACCDROP,BACC improvement,Recall average standard,Recall stdev standard,Recall average not use,Recall stdev not use,Recall average use,Recall stdev use,Recall DROP,Recall improvement,Precision average standard,Precision stdev standard,Precision average not use,Precision stdev not use,Precision average use,Precision stdev use,Precision DROP,Precision improvement
rslt_use_oc_ol\bw,p03,0.5976315789473684,0.25954394973998,0.5775000000000001,0.24655644928675585,0.5855263157894737,0.25907638868689714,0.020131578947368278,0.008026315789473548,0.33,0.4713926763075365,0.285,0.4525472295516506,0.34,0.47489750282661497,0.04500000000000004,0.05500000000000005,0.1671388888888889,0.2837196857321761,0.14550595238095237,0.27073398440502416,0.13625335775335773,0.2347192121620259,0.021632936507936518,-0.009252594627594646
