Domain,Problem name,BACC average standard,BACC stdev standard,BACC average not use,BACC stdev not use,BACC average use,BACC stdev use,BACCDROP,BACC improvement,Recall average standard,Recall stdev standard,Recall average not use,Recall stdev not use,Recall average use,Recall stdev use,Recall DROP,Recall improvement,Precision average standard,Precision stdev standard,Precision average not use,Precision stdev not use,Precision average use,Precision stdev use,Precision DROP,Precision improvement
rslt_use_sud_ol\bw,p03,0.6222368421052632,0.26485695227256123,0.5956578947368422,0.2522491361039357,0.6063157894736841,0.2606444369016634,0.026578947368421035,0.010657894736841977,0.38,0.4866044796320621,0.32,0.46764673348231933,0.38,0.4866044796320621,0.06,0.06,0.19975595238095237,0.32097475557703653,0.17183766233766234,0.3072594403092496,0.15264652014652014,0.2536142464227026,0.027918290043290023,-0.019191142191142208
