average BACC improvment,BACC improvement std,BACC improvement count,BACC improvement percent,average BACC drop,BACC DROP count,BACC DROP percent,BACC no change count,BACC no change percent,average Recall improvement,Recall improvement std,Recall improvement count,Recall improvement percent,average Recall drop,Recall DROP count,Recall DROP percent,Recall no change count,Recall no change percent,average precision improvement,Precision improvement std,precision improvement count,precision improvement percent,average Precision drop,precision drop count,precision drop percent,precision no change count,precision no change percent
0.027195720561371515,0.043871722364019386,58,76.31578947368422,-0.0314148115386505,17,22.36842105263158,1,1.3157894736842104,0.24485745614035087,0.15652814595494005,74,97.36842105263158,,0,0.0,2,2.631578947368421,-0.08883532651037346,0.09729635480962905,9,11.842105263157894,-0.10446891573837198,67,88.1578947368421,0,0.0
