Domain,Problem name,BACC average standard,BACC stdev standard,BACC average not use,BACC stdev not use,BACC average use,BACC stdev use,BACCDROP,BACC improvement,Recall average standard,Recall stdev standard,Recall average not use,Recall stdev not use,Recall average use,Recall stdev use,Recall DROP,Recall improvement,Precision average standard,Precision stdev standard,Precision average not use,Precision stdev not use,Precision average use,Precision stdev use,Precision DROP,Precision improvement
rslt_use_oc_ol\miconic,p05,1.0,0.0,0.6749999999999999,0.3296762664766242,0.7083333333333333,0.26315663098120584,0.32500000000000007,0.033333333333333326,1.0,0.0,0.5,0.5042194840896107,0.8166666666666667,0.39020492949942304,0.5,0.31666666666666665,1.0,0.0,0.5,0.5042194840896107,0.32916666666666666,0.19250614488688156,0.5,-0.17083333333333334
