average BACC improvment,BACC improvement std,BACC improvement count,BACC improvement percent,average BACC drop,BACC DROP count,BACC DROP percent,BACC no change count,BACC no change percent,average Recall improvement,Recall improvement std,Recall improvement count,Recall improvement percent,average Recall drop,Recall DROP count,Recall DROP percent,Recall no change count,Recall no change percent,average precision improvement,Precision improvement std,precision improvement count,precision improvement percent,average Precision drop,precision drop count,precision drop percent,precision no change count,precision no change percent
0.02696577718218993,0.04480946854405583,60,78.94736842105263,-0.03478299916457803,15,19.736842105263158,1,1.3157894736842104,0.2447008145363408,0.15604751671509626,73,96.05263157894737,,0,0.0,3,3.9473684210526314,-0.0874742147342006,0.0959173046765053,12,15.789473684210526,-0.10771565975876798,64,84.21052631578947,0,0.0
