bacc improvement count,bacc improvement percent,bacc drop count,bacc drop percent,bacc not change count,bacc no change percent,average bacc drop,recall improvement count,recall improvement percent,recall drop count,recall drop percent,recall not change count,recall no change percent,average recall drop,precision improvement count,precision improvement percent,precision drop count,precision drop percent,precision not change count,precision no change percent,average precision drop
11,84.61538461538461,2,15.384615384615385,0,0.0,-0.014053571428571332,13,100.0,0,0.0,0,0.0,,1,7.6923076923076925,12,92.3076923076923,0,0.0,-0.09587075715014699
