Domain,Problem name,BACC average standard,BACC stdev standard,BACC average not use,BACC stdev not use,BACC average use,BACC stdev use,BACCDROP,BACC improvement,Recall average standard,Recall stdev standard,Recall average not use,Recall stdev not use,Recall average use,Recall stdev use,Recall DROP,Recall improvement,Precision average standard,Precision stdev standard,Precision average not use,Precision stdev not use,Precision average use,Precision stdev use,Precision DROP,Precision improvement,DomainFolder
rslt_use_sud_ol\logistics,p06,0.968560606060606,0.1091029776449746,0.8295454545454546,0.2653869593838154,0.9026515151515152,0.1538107545760576,0.1390151515151515,0.0731060606060606,0.9583333333333334,0.2006641633241397,0.7083333333333334,0.4564354645876384,0.9083333333333332,0.2897647070196328,0.25,0.1999999999999999,0.8625,0.266966305745428,0.6958333333333333,0.4551102615191795,0.5841666666666666,0.3607483274282736,0.1666666666666667,-0.1116666666666666,logistics_p06
rslt_use_sud_ol\logistics,p07,0.9359848484848484,0.1606786247034881,0.7981060606060607,0.2558975761136517,0.8121212121212122,0.2387792568170898,0.1378787878787878,0.0140151515151515,0.9166666666666666,0.2775442529128102,0.6666666666666666,0.4733810683311509,0.75,0.4348282767393363,0.25,0.0833333333333333,0.7694444444444444,0.3334616933061176,0.5194444444444444,0.4289823219612252,0.4319444444444444,0.3502339043229783,0.25,-0.0874999999999999,logistics_p07
rslt_use_sud_ol\miconic,p01,0.7516666666666668,0.2937147622812325,0.57,0.2918671627264124,0.6049999999999999,0.2375189555325808,0.1816666666666668,0.0349999999999999,0.6666666666666666,0.4753826885415284,0.3166666666666666,0.4691017983072983,0.8166666666666667,0.390204929499423,0.35,0.5,0.5208333333333334,0.4275761074751673,0.3055555555555555,0.4604577541721668,0.2172222222222222,0.1121593678280516,0.2152777777777778,-0.0883333333333332,miconic_p01
rslt_use_sud_ol\miconic,p02,0.8133333333333334,0.2733760473721795,0.6416666666666665,0.3082436119269713,0.6816666666666665,0.2095124822677367,0.1716666666666668,0.04,0.75,0.4366668823046865,0.4333333333333333,0.4997174342809082,0.85,0.3600847357902755,0.3166666666666666,0.4166666666666666,0.6599999999999999,0.4411848453841203,0.4083333333333333,0.4826802523293247,0.2633333333333333,0.1240329826738051,0.2516666666666666,-0.1449999999999999,miconic_p02
rslt_use_sud_ol\miconic,p03,0.6849999999999999,0.2685964776325448,0.5616666666666666,0.2864698444014874,0.5649999999999998,0.2904263376953245,0.1233333333333333,0.0033333333333331,0.7,0.4621247905424446,0.35,0.4809947319913076,0.5333333333333333,0.5030977485864634,0.35,0.1833333333333333,0.4202777777777778,0.4184323229794738,0.25,0.3739391775069527,0.2338888888888888,0.2872685618309928,0.1702777777777778,-0.0161111111111111,miconic_p03
rslt_use_sud_ol\miconic,p04,0.8066666666666666,0.271134882104434,0.6716666666666665,0.3048154021346872,0.7283333333333332,0.1290009416161491,0.1350000000000001,0.0566666666666666,0.7,0.4621247905424446,0.4666666666666667,0.5030977485864634,0.95,0.2197841776510827,0.2333333333333332,0.4833333333333333,0.6388888888888888,0.4532438706452233,0.4555555555555556,0.4984596486611301,0.283611111111111,0.0849554922061839,0.1833333333333332,-0.1719444444444445,miconic_p04
rslt_use_sud_ol\miconic,p05,1.0,0.0,0.6766666666666665,0.3279968306309602,0.7216666666666666,0.2436249316975435,0.3233333333333335,0.045,1.0,0.0,0.5,0.5042194840896107,0.8333333333333334,0.3758230140014144,0.5,0.3333333333333333,1.0,0.0,0.5,0.5042194840896107,0.3333333333333333,0.1879115070007072,0.5,-0.1666666666666666,miconic_p05
rslt_use_sud_ol\miconic,p06,0.99,0.0302531690453766,0.7,0.3025316904537664,0.7949999999999999,0.1126341008663278,0.29,0.0949999999999999,1.0,0.0,0.5,0.5042194840896107,0.9833333333333332,0.1290994448735805,0.5,0.4833333333333333,0.95,0.1512658452268832,0.5,0.5042194840896107,0.3708333333333333,0.1341298594983218,0.4499999999999999,-0.1291666666666666,miconic_p06
rslt_use_sud_ol\miconic,p07,1.0,0.0,0.7,0.3025316904537664,0.6683333333333332,0.2690168331111924,0.3,-0.0316666666666667,1.0,0.0,0.5,0.5042194840896107,0.6666666666666666,0.4753826885415284,0.5,0.1666666666666666,1.0,0.0,0.5,0.5042194840896107,0.2916666666666667,0.2262754183992406,0.5,-0.2083333333333333,miconic_p07
rslt_use_sud_ol\rovers,p01,0.815,0.2596118354096087,0.5916666666666666,0.3071419186501419,0.6350000000000002,0.1981482068160264,0.2233333333333333,0.0433333333333336,0.8166666666666667,0.390204929499423,0.4166666666666667,0.4971671160112441,0.9166666666666666,0.2787178067853021,0.3999999999999999,0.4999999999999999,0.6138888888888889,0.4047640807677032,0.3222222222222222,0.4261537642208187,0.2441666666666666,0.1220827187080805,0.2916666666666667,-0.0780555555555555,rovers_p01
rslt_use_sud_ol\rovers,p02,0.9083333333333332,0.2226890106858126,0.6266666666666666,0.3024569820465392,0.6116666666666665,0.295211309935992,0.2816666666666667,-0.0150000000000001,0.8833333333333333,0.3237317715130933,0.4,0.4940321817555709,0.5666666666666667,0.4997174342809082,0.4833333333333333,0.1666666666666666,0.8305555555555556,0.3437519617018726,0.3833333333333333,0.4815816690394291,0.25,0.2286042147591546,0.4472222222222222,-0.1333333333333333,rovers_p02
rslt_use_sud_ol\rovers,p03,0.9216666666666666,0.1485428280039545,0.6849999999999999,0.301310696114858,0.7266666666666667,0.098920729548782,0.2366666666666667,0.0416666666666667,0.9333333333333332,0.2515488742932317,0.4833333333333333,0.5039392842990978,0.9666666666666668,0.1810203347193925,0.45,0.4833333333333333,0.7416666666666667,0.3120689117001524,0.4666666666666667,0.4946036477439101,0.2761111111111111,0.0676040501429561,0.275,-0.1905555555555556,rovers_p03
rslt_use_sud_ol\rovers,p04,0.9883333333333334,0.0454419602505484,0.6916666666666665,0.3021345904302638,0.8016666666666665,0.1882044206569077,0.2966666666666668,0.1099999999999999,1.0,0.0,0.5,0.5042194840896107,0.9166666666666666,0.2787178067853021,0.5,0.4166666666666666,0.9583333333333334,0.1583370502091237,0.475,0.4908052877755847,0.3930555555555556,0.1472373228939653,0.4833333333333334,-0.0819444444444443,rovers_p04
rslt_use_sud_ol\rovers,p06,0.9,0.2254938084008486,0.5849999999999999,0.2979164938168674,0.5033333333333333,0.3272725846030619,0.3150000000000001,-0.0816666666666665,0.8333333333333334,0.3758230140014144,0.3333333333333333,0.4753826885415284,0.3333333333333333,0.4753826885415284,0.5,0.0,0.8333333333333334,0.3758230140014144,0.3333333333333333,0.4753826885415284,0.25,0.3851039921187038,0.5,-0.0833333333333333,rovers_p06
rslt_use_sud_ol\rovers,p07,1.0,0.0,0.6666666666666665,0.3378228733897554,0.7683333333333332,0.0947640543070027,0.3333333333333335,0.1016666666666666,1.0,0.0,0.5,0.5042194840896107,1.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5042194840896107,0.3263888888888888,0.0934428164696478,0.5,-0.1736111111111112,rovers_p07
rslt_use_sud_ol\satellite,p01,0.63,0.3269271416266985,0.5399999999999999,0.2643828759294855,0.5949999999999999,0.2884352878103463,0.09,0.0549999999999999,0.55,0.501692052213544,0.2666666666666666,0.4459484908564834,0.6,0.4940321817555709,0.2833333333333334,0.3333333333333333,0.3680555555555555,0.4083323724958909,0.225,0.3951506899862509,0.2316666666666666,0.2057941303960377,0.1430555555555555,0.0066666666666666,satellite_p01
rslt_use_sud_ol\satellite,p02,0.6966666666666665,0.2863958778859369,0.6566666666666665,0.3032963906230533,0.7533333333333333,0.2062306316877482,0.04,0.0966666666666667,0.5666666666666667,0.4997174342809082,0.4333333333333333,0.4997174342809082,0.8833333333333333,0.3237317715130933,0.1333333333333333,0.4499999999999999,0.4055555555555555,0.4063602933482108,0.4333333333333333,0.4997174342809082,0.361111111111111,0.2399911067613649,-0.0277777777777777,-0.0722222222222223,satellite_p02
rslt_use_sud_ol\satellite,p03,0.5233333333333333,0.2842573831706146,0.5716666666666664,0.2882393465576044,0.5816666666666667,0.2861146307354867,-0.0483333333333331,0.0100000000000002,0.3833333333333333,0.4903014177279,0.35,0.4809947319913076,0.65,0.4809947319913076,0.0333333333333333,0.3,0.2005555555555555,0.3061357272359271,0.2777777777777778,0.4135950814502929,0.2275,0.1956885809535929,-0.0772222222222222,-0.0502777777777777,satellite_p03
