Domain,Problem name,BACC average standard,BACC stdev standard,BACC average not use,BACC stdev not use,BACC average use,BACC stdev use,BACCDROP,BACC improvement,Recall average standard,Recall stdev standard,Recall average not use,Recall stdev not use,Recall average use,Recall stdev use,Recall DROP,Recall improvement,Precision average standard,Precision stdev standard,Precision average not use,Precision stdev not use,Precision average use,Precision stdev use,Precision DROP,Precision improvement,DomainFolder
rslt_use_oc_ol\driverlog,p03,0.5946428571428571,0.2715225401249744,0.5598214285714286,0.2759272547422311,0.5607142857142857,0.2802598712862247,0.0348214285714285,0.0008928571428571,0.5375,0.501737487466418,0.3625,0.4837550902489524,0.575,0.4974619125424375,0.175,0.2124999999999999,0.2137797619047619,0.2760214646118856,0.2077083333333333,0.331979780851959,0.1734672619047619,0.1863606772450547,0.0060714285714285,-0.0342410714285714,driverlog_p03
rslt_use_oc_ol\driverlog,p04,0.7716666666666666,0.3119602683668996,0.4649999999999999,0.2455191662924692,0.6016666666666666,0.256106219136174,0.3066666666666667,0.1366666666666666,0.65,0.4809947319913076,0.1666666666666666,0.3758230140014144,0.6,0.4940321817555709,0.4833333333333334,0.4333333333333333,0.6416666666666667,0.4791559198008785,0.1666666666666666,0.3758230140014144,0.2152777777777777,0.1918119485414406,0.4750000000000001,0.0486111111111111,driverlog_p04
rslt_use_oc_ol\driverlog,p05,0.9883333333333332,0.0903696114115064,0.69,0.3023635705794587,0.7083333333333333,0.2506206983935621,0.2983333333333333,0.0183333333333333,0.9833333333333332,0.1290994448735805,0.4833333333333333,0.5039392842990978,0.8,0.4033755872716886,0.4999999999999999,0.3166666666666667,0.9833333333333332,0.1290994448735805,0.4833333333333333,0.5039392842990978,0.3652777777777777,0.3129696721627509,0.4999999999999999,-0.1180555555555555,driverlog_p05
rslt_use_oc_ol\dwr,p01,0.81,0.2938349588644064,0.695,0.2982576522382017,0.7333333333333332,0.2369771974059856,0.1150000000000001,0.0383333333333332,0.75,0.4366668823046865,0.5,0.5042194840896107,0.8333333333333334,0.3758230140014144,0.25,0.3333333333333333,0.6625,0.4313582214983705,0.475,0.4908052877755847,0.3277777777777777,0.1651532036183711,0.1875,-0.1472222222222222,dwr_p01
rslt_use_oc_ol\dwr,p02,0.6312500000000001,0.2731041245132397,0.6080357142857142,0.2781535210936984,0.6196428571428572,0.2867915946377155,0.0232142857142858,0.0116071428571429,0.55,0.5006325113218328,0.4,0.4929888180106566,0.6,0.4929888180106566,0.15,0.1999999999999999,0.2602083333333333,0.3280862737511431,0.2833333333333333,0.4038318570598057,0.2331845238095238,0.2507293942905075,-0.023125,-0.0501488095238095,dwr_p02
rslt_use_oc_ol\dwr,p03,0.8404761904761905,0.2607367770313777,0.5904761904761904,0.2702144944592591,0.6166666666666666,0.2670890374860967,0.2500000000000001,0.0261904761904762,0.7285714285714285,0.4479074882299048,0.3,0.4615663313770509,0.5857142857142857,0.4961549881405293,0.4285714285714285,0.2857142857142857,0.7214285714285714,0.4475028482276316,0.3,0.4615663313770509,0.1976190476190476,0.1685709021994098,0.4214285714285714,-0.1023809523809523,dwr_p03
rslt_use_oc_ol\dwr,p05,0.8401785714285716,0.2663520099042935,0.7767857142857142,0.2889453381205457,0.7116071428571429,0.2560161547755742,0.0633928571428573,-0.0651785714285713,0.7375,0.4427689056352855,0.625,0.4871773518462232,0.6375,0.4837550902489524,0.1125,0.0124999999999999,0.725,0.4422325409252066,0.61875,0.4855099759107538,0.315625,0.3167537494075059,0.1062499999999999,-0.303125,dwr_p05
rslt_use_oc_ol\dwr,p07,0.9196428571428572,0.213946385942521,0.7660714285714285,0.2993955419161175,0.6758928571428573,0.321442384674057,0.1535714285714285,-0.0901785714285712,0.875,0.3328054892439216,0.625,0.4871773518462232,0.625,0.4871773518462232,0.25,0.0,0.875,0.3328054892439216,0.60625,0.4819117388595477,0.303125,0.2409558694297738,0.26875,-0.303125,dwr_p07
rslt_use_oc_ol\easy-ipc-grid-aaai,p10-5-5,0.84,0.2273404351834221,0.48,0.3002549936711957,0.49,0.1511857892036908,0.36,0.01,0.82,0.3880879344916035,0.32,0.4712120714991612,0.84,0.3703280399090206,0.4999999999999999,0.52,0.63,0.3753909526705975,0.2,0.3194382824999699,0.2019999999999999,0.180972429967007,0.43,0.0019999999999999,easy-ipc-grid-aaai_p10-5-5
rslt_use_oc_ol\easy-ipc-grid-aaai,p5-10-10,0.7666666666666666,0.2465626012773873,0.6994444444444444,0.2867892924546116,0.757222222222222,0.2443596169517532,0.0672222222222221,0.0577777777777775,0.74,0.440844002276808,0.54,0.5009082659620331,0.74,0.440844002276808,0.1999999999999999,0.1999999999999999,0.3775952380952382,0.3441197981643509,0.3641666666666666,0.3906265291777027,0.3778333333333334,0.363940392684859,0.0134285714285715,0.0136666666666667,easy-ipc-grid-aaai_p5-10-10
rslt_use_oc_ol\easy-ipc-grid-aaai,p5-5-5,0.8475,0.2161968349180242,0.545,0.2820750370568304,0.535,0.1313198307917873,0.3025,-0.01,0.86,0.3505098327538656,0.36,0.4848732213850611,0.92,0.2740475156178696,0.5,0.56,0.6433333333333333,0.3673308764439979,0.23,0.3382125886214776,0.2079999999999999,0.0665168384389875,0.4133333333333333,-0.022,easy-ipc-grid-aaai_p5-5-5
rslt_use_oc_ol\easy-ipc-grid,p04,0.6605555555555556,0.242597733001287,0.6133333333333334,0.2832700574136113,0.6655555555555557,0.2179699786323466,0.0472222222222221,0.0522222222222222,0.72,0.451260859854213,0.5,0.502518907629606,0.77,0.4229525846816507,0.2199999999999999,0.27,0.2323690476190476,0.2649016140586932,0.2315,0.3204575064934717,0.2517857142857143,0.303298975154144,0.0008690476190476,0.0202857142857142,easy-ipc-grid_p04
rslt_use_oc_ol\easy-ipc-grid,p05,0.7733333333333331,0.2339338112765262,0.7144444444444444,0.2734249296765011,0.7799999999999998,0.23047525409135,0.0588888888888886,0.0655555555555553,0.74,0.440844002276808,0.53,0.5016135580465919,0.81,0.3942772444036626,0.2099999999999999,0.28,0.3966666666666668,0.3699045892696365,0.3966666666666666,0.4242772953441613,0.3976666666666667,0.3609830386718387,1.1102230246251563e-16,0.001,easy-ipc-grid_p05
rslt_use_oc_ol\easy-ipc-grid,p06,0.685,0.2355772336127432,0.6666666666666665,0.2698648472661801,0.7544444444444445,0.215409023748214,0.0183333333333335,0.0877777777777779,0.59,0.4943110704237103,0.49,0.5024183937956914,0.77,0.4229525846816507,0.0999999999999999,0.28,0.2666190476190476,0.3205977683388976,0.2778333333333333,0.3401248780373653,0.3178095238095237,0.2989815814194601,-0.0112142857142857,0.0399761904761904,easy-ipc-grid_p06
rslt_use_oc_ol\easy-ipc-grid,p07,0.6094444444444445,0.2071870823510813,0.6072222222222222,0.2839664149218908,0.5994444444444446,0.2295773536672823,0.0022222222222222,-0.0077777777777776,0.61,0.4902071300001973,0.5,0.502518907629606,0.69,0.4648231987117317,0.1099999999999999,0.1899999999999999,0.1635238095238095,0.2247084762766326,0.2031666666666666,0.2651862843966459,0.171547619047619,0.2209012026384266,-0.0396428571428571,-0.0316190476190476,easy-ipc-grid_p07
rslt_use_oc_ol\easy-ipc-grid,p10-5-5,0.8375,0.1960223071437513,0.505,0.2788917572193519,0.5025,0.1461451961829294,0.3325,-0.0025,0.86,0.3505098327538656,0.32,0.4712120714991612,0.76,0.4314191105868999,0.54,0.44,0.56,0.3136356914300021,0.19,0.301188123461543,0.192,0.1904238023194472,0.37,0.002,easy-ipc-grid_p10-5-5
rslt_use_oc_ol\easy-ipc-grid,p5-10-10,0.7705555555555554,0.2506575714136636,0.7055555555555556,0.2701535037261374,0.7522222222222221,0.2257602748679281,0.0649999999999998,0.0466666666666665,0.71,0.4560480215720686,0.53,0.5016135580465919,0.75,0.4351941398892446,0.1799999999999999,0.2199999999999999,0.3978333333333333,0.3573475595816278,0.3508333333333333,0.3864089397087866,0.3357619047619048,0.3370187218986363,0.0470000000000001,-0.0150714285714284,easy-ipc-grid_p5-10-10
rslt_use_oc_ol\easy-ipc-grid,p5-5-5,0.73,0.2770563193317067,0.5525,0.2978344458635655,0.5875,0.1754185955748973,0.1775,0.035,0.66,0.4785181206984064,0.36,0.4848732213850611,0.92,0.2740475156178696,0.3,0.56,0.47,0.4050279237875075,0.27,0.3939594923753622,0.2859999999999999,0.249292877506579,0.1999999999999999,0.0159999999999999,easy-ipc-grid_p5-5-5
rslt_use_oc_ol\ferry,p01,0.7916666666666666,0.2797334537608597,0.657142857142857,0.2881666663673038,0.6821428571428572,0.2659156306298983,0.1345238095238096,0.0250000000000001,0.6571428571428571,0.4780914437337574,0.4142857142857143,0.4961549881405293,0.5571428571428572,0.5003104626191732,0.2428571428571428,0.1428571428571428,0.6261904761904762,0.4726290213861742,0.4071428571428571,0.4911747021088509,0.3409523809523809,0.3798962240096539,0.219047619047619,-0.0661904761904762,ferry_p01
rslt_use_oc_ol\ferry,p02,0.7375,0.2820229447382287,0.6625,0.2829831034497048,0.7008928571428572,0.26728389532978,0.075,0.0383928571428572,0.5625,0.4992082338658825,0.425,0.4974619125424375,0.5875,0.4953901416106938,0.1375,0.1625,0.5114583333333333,0.4820519443008392,0.4010416666666666,0.4846616677000916,0.3441666666666666,0.3683133335540529,0.1104166666666667,-0.056875,ferry_p02
rslt_use_oc_ol\ferry,p03,0.7216666666666668,0.2986362600542825,0.5983333333333333,0.2960140094409565,0.6316666666666667,0.2872969683491262,0.1233333333333335,0.0333333333333334,0.65,0.4809947319913076,0.35,0.4809947319913076,0.6666666666666666,0.4753826885415284,0.3,0.3166666666666666,0.4777777777777777,0.4265402649393884,0.3416666666666667,0.4738202715350137,0.2616666666666666,0.2030209696664209,0.136111111111111,-0.08,ferry_p03
rslt_use_oc_ol\ferry,p04,0.8,0.2821660324219611,0.6883928571428571,0.2915860808085878,0.7133928571428572,0.2738244289257583,0.1116071428571429,0.025,0.675,0.4713299255661338,0.4625,0.501737487466418,0.6125,0.4902530991904312,0.2125,0.15,0.64375,0.4652054806647341,0.4625,0.501737487466418,0.3622916666666667,0.3602599443408659,0.18125,-0.1002083333333333,ferry_p04
rslt_use_oc_ol\ferry,p05,0.8169642857142858,0.2820386879368755,0.7008928571428571,0.3047657603640227,0.7428571428571429,0.2768983466801732,0.1160714285714287,0.0419642857142857,0.725,0.44933143021295,0.525,0.5025252685881778,0.725,0.44933143021295,0.1999999999999999,0.1999999999999999,0.65625,0.4400355998256551,0.46875,0.4729636563766444,0.4455357142857142,0.4058939555177033,0.1875,-0.0232142857142857,ferry_p05
rslt_use_oc_ol\ferry,p06,0.7491071428571429,0.2913090893423236,0.6232142857142857,0.2744090195263572,0.6616071428571428,0.259349520641324,0.1258928571428571,0.0383928571428571,0.6125,0.4902530991904312,0.3625,0.4837550902489524,0.5,0.5031546054266276,0.25,0.1375,0.5125,0.4498593310375133,0.31875,0.4446855666249546,0.2733333333333333,0.3262819572268965,0.1937499999999999,-0.0454166666666666,ferry_p06
rslt_use_oc_ol\intrusion-detection-aaai,p20,0.9975,0.0100796187324005,0.9098684210526315,0.208674037125456,0.9185526315789474,0.1928509275436804,0.0876315789473685,0.0086842105263158,1.0,0.0,0.85,0.3579674615346874,0.88,0.3257769992899002,0.15,0.03,0.9625,0.1441561246520829,0.8125,0.3709651723935526,0.7434999999999999,0.3655945571729779,0.15,-0.069,intrusion-detection-aaai_p20
rslt_use_oc_ol\intrusion-detection,p10,0.9988888888888888,0.0078169607853494,0.8311111111111111,0.2571971866429714,0.8405555555555554,0.2266196502810445,0.1677777777777777,0.0094444444444442,1.0,0.0,0.7,0.4605661864718383,0.81,0.3942772444036626,0.3,0.1100000000000001,0.99,0.0703526470681448,0.69,0.4593583579408358,0.507,0.3541732916789753,0.3,-0.1829999999999999,intrusion-detection_p10
rslt_use_oc_ol\intrusion-detection,p20,0.9898684210526316,0.0644968220846645,0.9015789473684211,0.2166884468271184,0.8976315789473684,0.2173547131125522,0.0882894736842103,-0.0039473684210526,0.985,0.1218574832792626,0.835,0.3721119948126062,0.84,0.3675260220507143,0.15,0.005,0.9491666666666666,0.180882429710575,0.7991666666666666,0.3814872523817276,0.7243333333333334,0.3828207920084407,0.15,-0.0748333333333332,intrusion-detection_p20
rslt_use_oc_ol\logistics-aaai,p01,0.9377777777777776,0.142195213484833,0.825,0.2556720322080091,0.8538888888888887,0.0375843400405849,0.1127777777777777,0.0288888888888887,0.94,0.238683256575942,0.7,0.4605661864718383,1.0,0.0,0.24,0.3,0.7619999999999999,0.3354819639684794,0.66,0.4617343968112546,0.2841666666666667,0.0481052321040032,0.1019999999999998,-0.3758333333333333,logistics-aaai_p01
rslt_use_oc_ol\logistics-aaai,p02,0.9016666666666668,0.1676653580151217,0.803888888888889,0.2510055845330267,0.7833333333333333,0.2115124072984895,0.0977777777777777,-0.0205555555555556,0.89,0.3144660377352201,0.7,0.4605661864718383,0.75,0.4351941398892446,0.19,0.05,0.5725,0.2979199777311235,0.4916666666666666,0.386627624872116,0.4046666666666667,0.3906315930981195,0.0808333333333333,-0.0869999999999999,logistics-aaai_p02
rslt_use_oc_ol\logistics-aaai,p03,0.905,0.2061068834062918,0.7522222222222222,0.2838747275740327,0.8261111111111111,0.2047958174590835,0.1527777777777778,0.0738888888888888,0.85,0.3588702812826367,0.58,0.4960449637488582,0.86,0.348735088019777,0.27,0.28,0.7883333333333334,0.376688119528529,0.5383333333333333,0.4807489247200961,0.3468333333333334,0.1708349962964145,0.2500000000000001,-0.1914999999999999,logistics-aaai_p03
rslt_use_oc_ol\logistics,p01,0.9172222222222224,0.1699994131574416,0.8244444444444444,0.256566098429235,0.8544444444444445,0.0376878840685145,0.0927777777777778,0.03,0.9,0.3015113445777636,0.7,0.4605661864718383,1.0,0.0,0.2,0.3,0.7286666666666666,0.3623721571077358,0.66,0.4617343968112546,0.285,0.0482290178147087,0.0686666666666665,-0.375,logistics_p01
rslt_use_oc_ol\logistics,p02,0.8561111111111112,0.2084831111430235,0.7722222222222223,0.2589584594604903,0.7305555555555556,0.2482480074464793,0.0838888888888889,-0.0416666666666666,0.8,0.4020151261036848,0.62,0.4878317312145633,0.62,0.4878317312145633,0.18,0.0,0.5125,0.3302413411951075,0.4733333333333334,0.4229127792526715,0.3833333333333333,0.4171209644574329,0.0391666666666665,-0.09,logistics_p02
rslt_use_oc_ol\logistics,p03,0.9516666666666664,0.1534519864929198,0.7877777777777777,0.2730095807859092,0.8544444444444445,0.1727797716241085,0.1638888888888888,0.0666666666666667,0.93,0.2564323999762428,0.64,0.4824181513244218,0.91,0.2876234912646613,0.29,0.27,0.8833333333333334,0.2915764651285062,0.595,0.4733379570125573,0.3668333333333333,0.1522648874809815,0.2883333333333334,-0.2281666666666666,logistics_p03
rslt_use_oc_ol\logistics,p05,0.9572222222222222,0.1289919379839142,0.8066666666666665,0.2696891931101597,0.8894444444444445,0.1148351779487692,0.1505555555555556,0.0827777777777779,0.95,0.2190429135575903,0.67,0.4725815626252608,0.96,0.1969463855669323,0.2799999999999999,0.2899999999999999,0.84,0.289083073819661,0.645,0.4711991293801587,0.3941666666666667,0.1247078516388667,0.1949999999999999,-0.2508333333333333,logistics_p05
rslt_use_oc_ol\logistics,p06,0.9731060606060606,0.0983395433535053,0.8325757575757575,0.2661534781146777,0.9094696969696972,0.1425872656273912,0.1405303030303031,0.0768939393939396,0.9666666666666668,0.1802581404510752,0.7166666666666667,0.4525062483125562,0.925,0.264495714886418,0.25,0.2083333333333333,0.8708333333333333,0.2551637580405316,0.7041666666666667,0.4514022658364054,0.5893055555555555,0.3550870531034161,0.1666666666666666,-0.1148611111111111,logistics_p06
rslt_use_oc_ol\logistics,p07,0.9647727272727272,0.1095265207795817,0.8246212121212122,0.2481472308421791,0.8386363636363636,0.229579583572704,0.1401515151515151,0.0140151515151514,0.9583333333333334,0.2006641633241397,0.7083333333333334,0.4564354645876384,0.7916666666666666,0.407819232762071,0.25,0.0833333333333332,0.8347222222222223,0.285418945549661,0.5847222222222221,0.4326734003812204,0.4933333333333333,0.3638188363159105,0.2500000000000001,-0.0913888888888888,logistics_p07
rslt_use_oc_ol\miconic,p01,0.7716666666666667,0.2940607954359597,0.6549999999999999,0.3072154877804883,0.68,0.1592354615134136,0.1166666666666668,0.0250000000000001,0.7,0.4621247905424446,0.45,0.501692052213544,0.9333333333333332,0.2515488742932317,0.2499999999999999,0.4833333333333333,0.5736111111111111,0.4374994395117924,0.425,0.4855976572696399,0.2508333333333333,0.0785595962915513,0.148611111111111,-0.1741666666666667,miconic_p01
rslt_use_oc_ol\miconic,p02,0.8200000000000001,0.2704672667308954,0.6233333333333332,0.2936426207153262,0.6233333333333332,0.2625601894944179,0.1966666666666668,0.0,0.7333333333333333,0.4459484908564834,0.3833333333333333,0.4903014177279,0.7166666666666667,0.4544196025054849,0.3499999999999999,0.3333333333333333,0.6755555555555556,0.4466180370975756,0.3666666666666666,0.477162043565086,0.2308333333333333,0.149507194241426,0.3088888888888889,-0.1358333333333332,miconic_p02
rslt_use_oc_ol\miconic,p03,0.625,0.27716788035107,0.5283333333333332,0.2743816880450721,0.5483333333333333,0.2999952918651273,0.0966666666666667,0.0200000000000001,0.5833333333333334,0.4971671160112441,0.2833333333333333,0.4544196025054849,0.4833333333333333,0.5039392842990978,0.3,0.2,0.3352777777777777,0.3973084072806913,0.2166666666666666,0.3724252474950529,0.2291666666666666,0.2969655860904322,0.118611111111111,0.0124999999999999,miconic_p03
rslt_use_oc_ol\miconic,p04,0.7516666666666666,0.2913973736644362,0.6199999999999999,0.2938926357633553,0.675,0.1828447521528318,0.1316666666666667,0.0550000000000001,0.6,0.4940321817555709,0.4,0.4940321817555709,0.8833333333333333,0.3237317715130933,0.1999999999999999,0.4833333333333333,0.5638888888888889,0.4833300863583383,0.3583333333333333,0.4672161817103271,0.2516666666666666,0.1052170208137759,0.2055555555555555,-0.1066666666666666,miconic_p04
rslt_use_oc_ol\miconic,p05,1.0,0.0,0.6749999999999999,0.3296762664766242,0.7083333333333333,0.2631566309812058,0.325,0.0333333333333333,1.0,0.0,0.5,0.5042194840896107,0.8166666666666667,0.390204929499423,0.5,0.3166666666666666,1.0,0.0,0.5,0.5042194840896107,0.3291666666666666,0.1925061448868815,0.5,-0.1708333333333333,miconic_p05
rslt_use_oc_ol\miconic,p06,0.9916666666666668,0.0278717806785302,0.6966666666666668,0.3069625200257597,0.8,0.1008438968179221,0.2949999999999999,0.1033333333333332,1.0,0.0,0.5,0.5042194840896107,1.0,0.0,0.5,0.5,0.9583333333333334,0.139358903392651,0.5,0.5042194840896107,0.375,0.1260548710224026,0.4583333333333333,-0.125,miconic_p06
rslt_use_oc_ol\miconic,p07,1.0,0.0,0.7,0.3025316904537664,0.6683333333333332,0.2690168331111924,0.3,-0.0316666666666667,1.0,0.0,0.5,0.5042194840896107,0.6666666666666666,0.4753826885415284,0.5,0.1666666666666666,1.0,0.0,0.5,0.5042194840896107,0.2916666666666667,0.2262754183992406,0.5,-0.2083333333333333,miconic_p07
rslt_use_oc_ol\rovers,p01,0.8349999999999999,0.233488648873007,0.5733333333333334,0.3030168461316103,0.6166666666666668,0.193247594469793,0.2616666666666665,0.0433333333333334,0.8166666666666667,0.390204929499423,0.3833333333333333,0.4903014177279,0.8666666666666667,0.3428033318008815,0.4333333333333333,0.4833333333333333,0.6347222222222224,0.4074089232694506,0.2972222222222222,0.4197251215405488,0.2288888888888888,0.1334345190442394,0.3375000000000002,-0.0683333333333333,rovers_p01
rslt_use_oc_ol\rovers,p02,0.9383333333333332,0.1728050402068873,0.6516666666666666,0.2982955346442527,0.6533333333333331,0.2813205341560639,0.2866666666666666,0.0016666666666664,0.9333333333333332,0.2515488742932317,0.4333333333333333,0.4997174342809082,0.6333333333333333,0.4859611014169709,0.5,0.1999999999999999,0.8611111111111112,0.2977737020830223,0.4083333333333333,0.4826802523293247,0.2777777777777777,0.2226925343297393,0.4527777777777778,-0.1305555555555556,rovers_p02
rslt_use_oc_ol\rovers,p03,0.9216666666666666,0.1519273540346003,0.6633333333333333,0.2979970803330221,0.7116666666666666,0.1391154461037047,0.2583333333333333,0.0483333333333332,0.9333333333333332,0.2515488742932317,0.45,0.501692052213544,0.9333333333333332,0.2515488742932317,0.4833333333333333,0.4833333333333333,0.7541666666666667,0.317203306813008,0.425,0.4855976572696399,0.2697222222222222,0.0852321338186446,0.3291666666666666,-0.1552777777777777,rovers_p03
rslt_use_oc_ol\rovers,p04,0.99,0.0439568355302165,0.6933333333333334,0.3002070848353028,0.8233333333333334,0.1442298855542971,0.2966666666666666,0.13,1.0,0.0,0.5,0.5042194840896107,0.95,0.2197841776510827,0.5,0.4499999999999999,0.9666666666666668,0.1465227851007218,0.475,0.4908052877755847,0.4041666666666667,0.1282074369631316,0.4916666666666667,-0.0708333333333333,rovers_p04
rslt_use_oc_ol\rovers,p06,0.9,0.2254938084008486,0.5849999999999999,0.2979164938168674,0.5033333333333333,0.3272725846030619,0.3150000000000001,-0.0816666666666665,0.8333333333333334,0.3758230140014144,0.3333333333333333,0.4753826885415284,0.3333333333333333,0.4753826885415284,0.5,0.0,0.8333333333333334,0.3758230140014144,0.3333333333333333,0.4753826885415284,0.25,0.3851039921187038,0.5,-0.0833333333333333,rovers_p06
rslt_use_oc_ol\rovers,p07,1.0,0.0,0.6666666666666665,0.3378228733897554,0.7683333333333332,0.0947640543070027,0.3333333333333335,0.1016666666666666,1.0,0.0,0.5,0.5042194840896107,1.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5042194840896107,0.3263888888888888,0.0934428164696478,0.5,-0.1736111111111112,rovers_p07
rslt_use_oc_ol\satellite,p01,0.6683333333333333,0.3357216697623533,0.5683333333333332,0.2849273869237723,0.5866666666666667,0.3044676747566996,0.1,0.0183333333333334,0.55,0.501692052213544,0.3,0.4621247905424446,0.55,0.501692052213544,0.25,0.25,0.4652777777777777,0.47172691981707,0.2916666666666667,0.4537197173596315,0.2366666666666666,0.2259693494539809,0.173611111111111,-0.055,satellite_p01
rslt_use_oc_ol\satellite,p02,0.7483333333333333,0.2819374054022838,0.6649999999999998,0.3063314920977721,0.7233333333333332,0.2472675533462753,0.0833333333333334,0.0583333333333333,0.6666666666666666,0.4753826885415284,0.45,0.501692052213544,0.8333333333333334,0.3758230140014144,0.2166666666666666,0.3833333333333333,0.4805555555555555,0.4013767111844313,0.45,0.501692052213544,0.3569444444444444,0.2675531111656395,0.0305555555555555,-0.0930555555555556,satellite_p02
rslt_use_oc_ol\satellite,p03,0.4933333333333333,0.2406676213261814,0.5283333333333333,0.2422295218236989,0.5499999999999999,0.2709055748936787,-0.0349999999999999,0.0216666666666666,0.35,0.4809947319913076,0.2833333333333333,0.4544196025054849,0.6,0.4940321817555709,0.0666666666666666,0.3166666666666666,0.1327777777777777,0.2088883379405323,0.1638888888888889,0.2935137905797865,0.2008333333333333,0.1951489121887101,-0.0311111111111111,0.0369444444444444,satellite_p03
