"Real_Goal","Time","Cost","Prob","Results","Relearn Flag"
"0","106176699","514/3030195/1109/456342/925/","0.5665231953899366/0.0/0.17842676178271416/0.0/0.2550500428273493/","0/","no"
"1","102721101","1473/1467/1793938/1793938/280941/","0.4989782030573164/0.5010217969426837/0.0/0.0/1.047150693471212E-83/","0/1/","no"
"2","108187599","1523968/9658374/50/8750/9699259/","0.0/0.0/1.0/8.212412099003691E-75/0.0/","2/6/","no"
"3","107089900","24385354/675/92753/8750/24385354/","0.0/0.999993510160527/6.993911033692441E-60/6.4898394731228905E-6/0.0/","1/","no"
"4","104114499","6982/395/6899/2364241/50/","9.32206182881948E-60/0.00115245710365061/4.745751125731693E-59/0.0/0.9988475428963494/","4/5/","no"
"5","102866800","153196043/854/2156/2156/50/","0.0/1.42388581861323E-7/1.1646421639702102E-18/1.1646421639702102E-18/0.9999998576114182/","4/5/","no"
"6","104439499","11916807/1078/11926344/700/11916807/","0.0/0.36836679840211056/0.0/0.6316332015978894/0.0/","3/7/","no"
"7","102811200","48259941/1687/7671210/28393/7671210/","0.0/0.999999865417734/0.0/1.3458226597087863E-7/0.0/","1/","no"
"0","104660600","514/3030195/1109/456342/925/","0.5665231953899366/0.0/0.17842676178271416/0.0/0.2550500428273493/","0/","no"
"1","101327901","106872/1467/16776/4494307/1861/","3.7173337978810216E-32/0.5666886930204841/1.6761612056731257E-5/0.0/0.43329454536745926/","1/","no"
"2","104796100","1523968/9658374/596/8750/9699259/","0.0/0.0/0.9999988297493807/1.1702506193298107E-6/0.0/","2/6/","no"
"3","106612800","601256/2158/1472529/50/24385354/","0.0/1.1198540233966338E-18/0.0/1.0/0.0/","3/7/","no"
"4","103130200","48259941/1184063/7671210/4323/152/","0.0/0.0/0.0/1.447131335363035E-12/0.9999999999985529/","4/5/","no"
"5","104582300","1523968/1774/11323/5514/92656/","0.0/0.8879368559939325/0.004092607602351984/0.10797053640371553/5.152467528449531E-23/","1/","no"
"6","106359201","478056859/115515/41318/41318/41318/","0.0/0.05243487698744093/0.3158550410041864/0.3158550410041864/0.3158550410041864/","2/3/4/5/6/7/","no"
