Domain,Problem name,BACC average standard,BACC stdev standard,BACC average not use,BACC stdev not use,BACC average use,BACC stdev use,BACCDROP,BACC improvement,Recall average standard,Recall stdev standard,Recall average not use,Recall stdev not use,Recall average use,Recall stdev use,Recall DROP,Recall improvement,Precision average standard,Precision stdev standard,Precision average not use,Precision stdev not use,Precision average use,Precision stdev use,Precision DROP,Precision improvement
rslt_use_sud_ol\logistics,p03,0.9577777777777778,0.14838365120064229,0.79,0.2756461420198462,0.8549999999999999,0.176195080301591,0.1677777777777778,0.06499999999999984,0.94,0.23868325657594203,0.64,0.4824181513244218,0.9,0.30151134457776363,0.29999999999999993,0.26,0.8983333333333334,0.268945440250713,0.6133333333333333,0.47666066253193917,0.37233333333333335,0.1560637442069498,0.28500000000000014,-0.24099999999999994
